asset,slot_key,slot_start_ts,slot_end_ts,slot_start_utc,polymarket_resolution,kalshi_resolution,polymarket_settlement_value_usd,kalshi_settlement_value_usd,source,outcome_mismatch,fatal_poly_up_kalshi_no,fatal_poly_down_kalshi_yes,polymarket_benchmark_conflict,kalshi_benchmark_conflict
btc,btc:1784769300000,1784769300000,1784770200000,2026-07-23T01:15:00Z,DOWN,NO,,65906.24,official-venue-resolution,f,f,f,f,f
doge,doge:1784769300000,1784769300000,1784770200000,2026-07-23T01:15:00Z,DOWN,YES,,0.0729272,official-venue-resolution,t,t,f,f,f
eth,eth:1784769300000,1784769300000,1784770200000,2026-07-23T01:15:00Z,UP,YES,,1933.33,official-venue-resolution,f,f,f,f,f
sol,sol:1784769300000,1784769300000,1784770200000,2026-07-23T01:15:00Z,DOWN,NO,,78.0617,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784769300000,1784769300000,1784770200000,2026-07-23T01:15:00Z,UP,YES,,1.1407,official-venue-resolution,f,f,f,f,f
btc,btc:1784770200000,1784770200000,1784771100000,2026-07-23T01:30:00Z,DOWN,NO,,65770.64,official-venue-resolution,f,f,f,f,f
doge,doge:1784770200000,1784770200000,1784771100000,2026-07-23T01:30:00Z,DOWN,NO,,0.0727879,official-venue-resolution,f,f,f,f,f
eth,eth:1784770200000,1784770200000,1784771100000,2026-07-23T01:30:00Z,DOWN,NO,,1927.9,official-venue-resolution,f,f,f,f,f
sol,sol:1784770200000,1784770200000,1784771100000,2026-07-23T01:30:00Z,DOWN,NO,,77.8957,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784770200000,1784770200000,1784771100000,2026-07-23T01:30:00Z,DOWN,NO,,1.1386,official-venue-resolution,f,f,f,f,f
btc,btc:1784771100000,1784771100000,1784772000000,2026-07-23T01:45:00Z,UP,YES,,65803.55,official-venue-resolution,f,f,f,f,f
doge,doge:1784771100000,1784771100000,1784772000000,2026-07-23T01:45:00Z,DOWN,NO,,0.0727655,official-venue-resolution,f,f,f,f,f
eth,eth:1784771100000,1784771100000,1784772000000,2026-07-23T01:45:00Z,UP,NO,,1927.83,official-venue-resolution,t,f,t,f,f
sol,sol:1784771100000,1784771100000,1784772000000,2026-07-23T01:45:00Z,DOWN,NO,,77.8817,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784771100000,1784771100000,1784772000000,2026-07-23T01:45:00Z,UP,YES,,1.1394,official-venue-resolution,f,f,f,f,f
btc,btc:1784772000000,1784772000000,1784772900000,2026-07-23T02:00:00Z,DOWN,NO,,65738.41,official-venue-resolution,f,f,f,f,f
doge,doge:1784772000000,1784772000000,1784772900000,2026-07-23T02:00:00Z,DOWN,NO,,0.0726656,official-venue-resolution,f,f,f,f,f
eth,eth:1784772000000,1784772000000,1784772900000,2026-07-23T02:00:00Z,DOWN,NO,,1925.37,official-venue-resolution,f,f,f,f,f
sol,sol:1784772000000,1784772000000,1784772900000,2026-07-23T02:00:00Z,DOWN,NO,,77.6542,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784772000000,1784772000000,1784772900000,2026-07-23T02:00:00Z,DOWN,NO,,1.1371,official-venue-resolution,f,f,f,f,f
btc,btc:1784772900000,1784772900000,1784773800000,2026-07-23T02:15:00Z,DOWN,NO,,65718.69,official-venue-resolution,f,f,f,f,f
doge,doge:1784772900000,1784772900000,1784773800000,2026-07-23T02:15:00Z,DOWN,NO,,0.0725932,official-venue-resolution,f,f,f,f,f
eth,eth:1784772900000,1784772900000,1784773800000,2026-07-23T02:15:00Z,DOWN,NO,,1923.66,official-venue-resolution,f,f,f,f,f
sol,sol:1784772900000,1784772900000,1784773800000,2026-07-23T02:15:00Z,DOWN,NO,,77.4747,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784772900000,1784772900000,1784773800000,2026-07-23T02:15:00Z,DOWN,NO,,1.1349,official-venue-resolution,f,f,f,f,f
btc,btc:1784773800000,1784773800000,1784774700000,2026-07-23T02:30:00Z,UP,YES,,65744.55,official-venue-resolution,f,f,f,f,f
doge,doge:1784773800000,1784773800000,1784774700000,2026-07-23T02:30:00Z,UP,YES,,0.0726688,official-venue-resolution,f,f,f,f,f
eth,eth:1784773800000,1784773800000,1784774700000,2026-07-23T02:30:00Z,UP,YES,,1925.07,official-venue-resolution,f,f,f,f,f
sol,sol:1784773800000,1784773800000,1784774700000,2026-07-23T02:30:00Z,UP,YES,,77.5978,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784773800000,1784773800000,1784774700000,2026-07-23T02:30:00Z,UP,YES,,1.1369,official-venue-resolution,f,f,f,f,f
btc,btc:1784774700000,1784774700000,1784775600000,2026-07-23T02:45:00Z,UP,YES,,65776.62,official-venue-resolution,f,f,f,f,f
doge,doge:1784774700000,1784774700000,1784775600000,2026-07-23T02:45:00Z,DOWN,NO,,0.0726658,official-venue-resolution,f,f,f,f,f
eth,eth:1784774700000,1784774700000,1784775600000,2026-07-23T02:45:00Z,UP,YES,,1926.78,official-venue-resolution,f,f,f,f,f
sol,sol:1784774700000,1784774700000,1784775600000,2026-07-23T02:45:00Z,UP,YES,,77.734,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784774700000,1784774700000,1784775600000,2026-07-23T02:45:00Z,UP,YES,,1.1378,official-venue-resolution,f,f,f,f,f
btc,btc:1784775600000,1784775600000,1784776500000,2026-07-23T03:00:00Z,DOWN,NO,,65601.78,official-venue-resolution,f,f,f,f,f
doge,doge:1784775600000,1784775600000,1784776500000,2026-07-23T03:00:00Z,DOWN,NO,,0.0724758,official-venue-resolution,f,f,f,f,f
eth,eth:1784775600000,1784775600000,1784776500000,2026-07-23T03:00:00Z,DOWN,NO,,1921.05,official-venue-resolution,f,f,f,f,f
sol,sol:1784775600000,1784775600000,1784776500000,2026-07-23T03:00:00Z,DOWN,NO,,77.5342,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784775600000,1784775600000,1784776500000,2026-07-23T03:00:00Z,DOWN,NO,,1.1342,official-venue-resolution,f,f,f,f,f
btc,btc:1784776500000,1784776500000,1784777400000,2026-07-23T03:15:00Z,UP,YES,,65617.74,official-venue-resolution,f,f,f,f,f
doge,doge:1784776500000,1784776500000,1784777400000,2026-07-23T03:15:00Z,UP,YES,,0.0725008,official-venue-resolution,f,f,f,f,f
eth,eth:1784776500000,1784776500000,1784777400000,2026-07-23T03:15:00Z,UP,YES,,1921.78,official-venue-resolution,f,f,f,f,f
sol,sol:1784776500000,1784776500000,1784777400000,2026-07-23T03:15:00Z,UP,YES,,77.5503,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784776500000,1784776500000,1784777400000,2026-07-23T03:15:00Z,DOWN,NO,,1.134,official-venue-resolution,f,f,f,f,f
btc,btc:1784777400000,1784777400000,1784778300000,2026-07-23T03:30:00Z,UP,YES,,65656.47,official-venue-resolution,f,f,f,f,f
doge,doge:1784777400000,1784777400000,1784778300000,2026-07-23T03:30:00Z,UP,YES,,0.0725541,official-venue-resolution,f,f,f,f,f
eth,eth:1784777400000,1784777400000,1784778300000,2026-07-23T03:30:00Z,UP,YES,,1921.91,official-venue-resolution,f,f,f,f,f
sol,sol:1784777400000,1784777400000,1784778300000,2026-07-23T03:30:00Z,UP,YES,,77.6327,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784777400000,1784777400000,1784778300000,2026-07-23T03:30:00Z,UP,YES,,1.1351,official-venue-resolution,f,f,f,f,f
btc,btc:1784778300000,1784778300000,1784779200000,2026-07-23T03:45:00Z,DOWN,NO,,65624.32,official-venue-resolution,f,f,f,f,f
doge,doge:1784778300000,1784778300000,1784779200000,2026-07-23T03:45:00Z,DOWN,NO,,0.0723412,official-venue-resolution,f,f,f,f,f
eth,eth:1784778300000,1784778300000,1784779200000,2026-07-23T03:45:00Z,DOWN,NO,,1919.58,official-venue-resolution,f,f,f,f,f
sol,sol:1784778300000,1784778300000,1784779200000,2026-07-23T03:45:00Z,DOWN,NO,,77.5907,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784778300000,1784778300000,1784779200000,2026-07-23T03:45:00Z,DOWN,NO,,1.1333,official-venue-resolution,f,f,f,f,f
btc,btc:1784779200000,1784779200000,1784780100000,2026-07-23T04:00:00Z,UP,YES,,65634.81,official-venue-resolution,f,f,f,f,f
doge,doge:1784779200000,1784779200000,1784780100000,2026-07-23T04:00:00Z,UP,YES,,0.0724391,official-venue-resolution,f,f,f,f,f
eth,eth:1784779200000,1784779200000,1784780100000,2026-07-23T04:00:00Z,UP,YES,,1921.17,official-venue-resolution,f,f,f,f,f
sol,sol:1784779200000,1784779200000,1784780100000,2026-07-23T04:00:00Z,UP,YES,,77.6538,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784779200000,1784779200000,1784780100000,2026-07-23T04:00:00Z,UP,YES,1.1332343174535036,1.1333,official-venue-resolution,f,f,f,f,f
btc,btc:1784780100000,1784780100000,1784781000000,2026-07-23T04:15:00Z,UP,YES,,65677.56,official-venue-resolution,f,f,f,f,f
doge,doge:1784780100000,1784780100000,1784781000000,2026-07-23T04:15:00Z,UP,YES,,0.072579,official-venue-resolution,f,f,f,f,f
eth,eth:1784780100000,1784780100000,1784781000000,2026-07-23T04:15:00Z,UP,YES,,1924.29,official-venue-resolution,f,f,f,f,f
sol,sol:1784780100000,1784780100000,1784781000000,2026-07-23T04:15:00Z,UP,YES,,77.7482,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784780100000,1784780100000,1784781000000,2026-07-23T04:15:00Z,UP,YES,,1.1366,official-venue-resolution,f,f,f,f,f
btc,btc:1784781000000,1784781000000,1784781900000,2026-07-23T04:30:00Z,DOWN,NO,,65599.97,official-venue-resolution,f,f,f,f,f
doge,doge:1784781000000,1784781000000,1784781900000,2026-07-23T04:30:00Z,DOWN,NO,,0.0724755,official-venue-resolution,f,f,f,f,f
eth,eth:1784781000000,1784781000000,1784781900000,2026-07-23T04:30:00Z,DOWN,NO,,1921.52,official-venue-resolution,f,f,f,f,f
sol,sol:1784781000000,1784781000000,1784781900000,2026-07-23T04:30:00Z,DOWN,NO,,77.575,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784781000000,1784781000000,1784781900000,2026-07-23T04:30:00Z,DOWN,NO,,1.135,official-venue-resolution,f,f,f,f,f
btc,btc:1784781900000,1784781900000,1784782800000,2026-07-23T04:45:00Z,DOWN,NO,,65571.34,official-venue-resolution,f,f,f,f,f
doge,doge:1784781900000,1784781900000,1784782800000,2026-07-23T04:45:00Z,UP,YES,,0.0724967,official-venue-resolution,f,f,f,f,f
eth,eth:1784781900000,1784781900000,1784782800000,2026-07-23T04:45:00Z,DOWN,NO,,1918.42,official-venue-resolution,f,f,f,f,f
sol,sol:1784781900000,1784781900000,1784782800000,2026-07-23T04:45:00Z,DOWN,NO,,77.4915,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784781900000,1784781900000,1784782800000,2026-07-23T04:45:00Z,UP,YES,,1.1354,official-venue-resolution,f,f,f,f,f
btc,btc:1784782800000,1784782800000,1784783700000,2026-07-23T05:00:00Z,UP,YES,,65605.64,official-venue-resolution,f,f,f,f,f
doge,doge:1784782800000,1784782800000,1784783700000,2026-07-23T05:00:00Z,DOWN,NO,,0.0724563,official-venue-resolution,f,f,f,f,f
eth,eth:1784782800000,1784782800000,1784783700000,2026-07-23T05:00:00Z,UP,YES,,1919.25,official-venue-resolution,f,f,f,f,f
sol,sol:1784782800000,1784782800000,1784783700000,2026-07-23T05:00:00Z,DOWN,NO,,77.467,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784782800000,1784782800000,1784783700000,2026-07-23T05:00:00Z,DOWN,NO,,1.1347,official-venue-resolution,f,f,f,f,f
btc,btc:1784783700000,1784783700000,1784784600000,2026-07-23T05:15:00Z,UP,YES,,65682.22,official-venue-resolution,f,f,f,f,f
doge,doge:1784783700000,1784783700000,1784784600000,2026-07-23T05:15:00Z,UP,YES,,0.0725636,official-venue-resolution,f,f,f,f,f
eth,eth:1784783700000,1784783700000,1784784600000,2026-07-23T05:15:00Z,UP,YES,,1924.28,official-venue-resolution,f,f,f,f,f
sol,sol:1784783700000,1784783700000,1784784600000,2026-07-23T05:15:00Z,UP,YES,,77.6212,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784783700000,1784783700000,1784784600000,2026-07-23T05:15:00Z,UP,YES,,1.1353,official-venue-resolution,f,f,f,f,f
btc,btc:1784784600000,1784784600000,1784785500000,2026-07-23T05:30:00Z,UP,YES,,65705.7,official-venue-resolution,f,f,f,f,f
doge,doge:1784784600000,1784784600000,1784785500000,2026-07-23T05:30:00Z,DOWN,NO,,0.0725467,official-venue-resolution,f,f,f,f,f
eth,eth:1784784600000,1784784600000,1784785500000,2026-07-23T05:30:00Z,DOWN,YES,,1924.44,official-venue-resolution,t,t,f,f,f
sol,sol:1784784600000,1784784600000,1784785500000,2026-07-23T05:30:00Z,DOWN,NO,,77.6098,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784784600000,1784784600000,1784785500000,2026-07-23T05:30:00Z,UP,YES,,1.1355,official-venue-resolution,f,f,f,f,f
btc,btc:1784785500000,1784785500000,1784786400000,2026-07-23T05:45:00Z,DOWN,NO,,65663.5,official-venue-resolution,f,f,f,f,f
doge,doge:1784785500000,1784785500000,1784786400000,2026-07-23T05:45:00Z,DOWN,NO,,0.0724487,official-venue-resolution,f,f,f,f,f
eth,eth:1784785500000,1784785500000,1784786400000,2026-07-23T05:45:00Z,DOWN,NO,,1921.9,official-venue-resolution,f,f,f,f,f
sol,sol:1784785500000,1784785500000,1784786400000,2026-07-23T05:45:00Z,DOWN,NO,,77.5148,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784785500000,1784785500000,1784786400000,2026-07-23T05:45:00Z,DOWN,NO,,1.1341,official-venue-resolution,f,f,f,f,f
btc,btc:1784786400000,1784786400000,1784787300000,2026-07-23T06:00:00Z,DOWN,NO,,65640.07,official-venue-resolution,f,f,f,f,f
doge,doge:1784786400000,1784786400000,1784787300000,2026-07-23T06:00:00Z,DOWN,NO,,0.0724314,official-venue-resolution,f,f,f,f,f
eth,eth:1784786400000,1784786400000,1784787300000,2026-07-23T06:00:00Z,UP,YES,,1921.98,official-venue-resolution,f,f,f,f,f
sol,sol:1784786400000,1784786400000,1784787300000,2026-07-23T06:00:00Z,DOWN,NO,,77.4613,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784786400000,1784786400000,1784787300000,2026-07-23T06:00:00Z,UP,YES,,1.1343,official-venue-resolution,f,f,f,f,f
btc,btc:1784787300000,1784787300000,1784788200000,2026-07-23T06:15:00Z,UP,YES,,65711.35,official-venue-resolution,f,f,f,f,f
doge,doge:1784787300000,1784787300000,1784788200000,2026-07-23T06:15:00Z,UP,YES,,0.0725085,official-venue-resolution,f,f,f,f,f
eth,eth:1784787300000,1784787300000,1784788200000,2026-07-23T06:15:00Z,UP,YES,,1924.03,official-venue-resolution,f,f,f,f,f
sol,sol:1784787300000,1784787300000,1784788200000,2026-07-23T06:15:00Z,UP,YES,,77.4857,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784787300000,1784787300000,1784788200000,2026-07-23T06:15:00Z,UP,YES,,1.135,official-venue-resolution,f,f,f,f,f
btc,btc:1784788200000,1784788200000,1784789100000,2026-07-23T06:30:00Z,UP,YES,,65743.49,official-venue-resolution,f,f,f,f,f
doge,doge:1784788200000,1784788200000,1784789100000,2026-07-23T06:30:00Z,DOWN,YES,,0.0725374,official-venue-resolution,t,t,f,f,f
eth,eth:1784788200000,1784788200000,1784789100000,2026-07-23T06:30:00Z,DOWN,YES,,1925,official-venue-resolution,t,t,f,f,f
sol,sol:1784788200000,1784788200000,1784789100000,2026-07-23T06:30:00Z,DOWN,YES,,77.5065,official-venue-resolution,t,t,f,f,f
xrp,xrp:1784788200000,1784788200000,1784789100000,2026-07-23T06:30:00Z,UP,YES,,1.1358,official-venue-resolution,f,f,f,f,f
btc,btc:1784797200000,1784797200000,1784798100000,2026-07-23T09:00:00Z,UP,YES,,65645.07,official-venue-resolution,f,f,f,f,f
doge,doge:1784797200000,1784797200000,1784798100000,2026-07-23T09:00:00Z,UP,YES,,0.0724493,official-venue-resolution,f,f,f,f,f
eth,eth:1784797200000,1784797200000,1784798100000,2026-07-23T09:00:00Z,UP,YES,,1928.29,official-venue-resolution,f,f,f,f,f
sol,sol:1784797200000,1784797200000,1784798100000,2026-07-23T09:00:00Z,UP,YES,,77.5093,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784797200000,1784797200000,1784798100000,2026-07-23T09:00:00Z,UP,YES,,1.1357,official-venue-resolution,f,f,f,f,f
btc,btc:1784798100000,1784798100000,1784799000000,2026-07-23T09:15:00Z,UP,YES,,65696.6,official-venue-resolution,f,f,f,f,f
doge,doge:1784798100000,1784798100000,1784799000000,2026-07-23T09:15:00Z,DOWN,NO,,0.0724104,official-venue-resolution,f,f,f,f,f
eth,eth:1784798100000,1784798100000,1784799000000,2026-07-23T09:15:00Z,UP,YES,,1928.58,official-venue-resolution,f,f,f,f,f
sol,sol:1784798100000,1784798100000,1784799000000,2026-07-23T09:15:00Z,UP,YES,,77.5605,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784798100000,1784798100000,1784799000000,2026-07-23T09:15:00Z,DOWN,YES,,1.1357,official-venue-resolution,t,t,f,f,f
btc,btc:1784799000000,1784799000000,1784799900000,2026-07-23T09:30:00Z,UP,NO,,65693.68,official-venue-resolution,t,f,t,f,f
doge,doge:1784799000000,1784799000000,1784799900000,2026-07-23T09:30:00Z,DOWN,NO,,0.0723586,official-venue-resolution,f,f,f,f,f
eth,eth:1784799000000,1784799000000,1784799900000,2026-07-23T09:30:00Z,DOWN,NO,,1928.25,official-venue-resolution,f,f,f,f,f
sol,sol:1784799000000,1784799000000,1784799900000,2026-07-23T09:30:00Z,UP,NO,,77.5602,official-venue-resolution,t,f,t,f,f
xrp,xrp:1784799000000,1784799000000,1784799900000,2026-07-23T09:30:00Z,DOWN,NO,,1.1352,official-venue-resolution,f,f,f,f,f
btc,btc:1784799900000,1784799900000,1784800800000,2026-07-23T09:45:00Z,DOWN,NO,,65601.09,official-venue-resolution,f,f,f,f,f
doge,doge:1784799900000,1784799900000,1784800800000,2026-07-23T09:45:00Z,DOWN,NO,,0.0722294,official-venue-resolution,f,f,f,f,f
eth,eth:1784799900000,1784799900000,1784800800000,2026-07-23T09:45:00Z,DOWN,NO,,1923.22,official-venue-resolution,f,f,f,f,f
sol,sol:1784799900000,1784799900000,1784800800000,2026-07-23T09:45:00Z,DOWN,NO,,77.4565,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784799900000,1784799900000,1784800800000,2026-07-23T09:45:00Z,DOWN,NO,,1.1325,official-venue-resolution,f,f,f,f,f
btc,btc:1784800800000,1784800800000,1784801700000,2026-07-23T10:00:00Z,UP,YES,,65678.64,official-venue-resolution,f,f,f,f,f
doge,doge:1784800800000,1784800800000,1784801700000,2026-07-23T10:00:00Z,UP,YES,,0.0723513,official-venue-resolution,f,f,f,f,f
eth,eth:1784800800000,1784800800000,1784801700000,2026-07-23T10:00:00Z,UP,YES,,1925.44,official-venue-resolution,f,f,f,f,f
sol,sol:1784800800000,1784800800000,1784801700000,2026-07-23T10:00:00Z,UP,YES,,77.538,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784800800000,1784800800000,1784801700000,2026-07-23T10:00:00Z,UP,YES,,1.1338,official-venue-resolution,f,f,f,f,f
btc,btc:1784801700000,1784801700000,1784802600000,2026-07-23T10:15:00Z,UP,YES,,65729.63,official-venue-resolution,f,f,f,f,f
doge,doge:1784801700000,1784801700000,1784802600000,2026-07-23T10:15:00Z,UP,YES,,0.0724503,official-venue-resolution,f,f,f,f,f
eth,eth:1784801700000,1784801700000,1784802600000,2026-07-23T10:15:00Z,UP,YES,,1927.48,official-venue-resolution,f,f,f,f,f
sol,sol:1784801700000,1784801700000,1784802600000,2026-07-23T10:15:00Z,UP,YES,,77.7175,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784801700000,1784801700000,1784802600000,2026-07-23T10:15:00Z,UP,YES,,1.1352,official-venue-resolution,f,f,f,f,f
btc,btc:1784802600000,1784802600000,1784803500000,2026-07-23T10:30:00Z,UP,YES,,65744.31,official-venue-resolution,f,f,f,f,f
doge,doge:1784802600000,1784802600000,1784803500000,2026-07-23T10:30:00Z,DOWN,NO,,0.0724249,official-venue-resolution,f,f,f,f,f
eth,eth:1784802600000,1784802600000,1784803500000,2026-07-23T10:30:00Z,UP,YES,,1928.76,official-venue-resolution,f,f,f,f,f
sol,sol:1784802600000,1784802600000,1784803500000,2026-07-23T10:30:00Z,UP,YES,,77.729,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784802600000,1784802600000,1784803500000,2026-07-23T10:30:00Z,UP,YES,,1.1353,official-venue-resolution,f,f,f,f,f
btc,btc:1784803500000,1784803500000,1784804400000,2026-07-23T10:45:00Z,DOWN,NO,,65700.16,official-venue-resolution,f,f,f,f,f
doge,doge:1784803500000,1784803500000,1784804400000,2026-07-23T10:45:00Z,DOWN,NO,,0.0723797,official-venue-resolution,f,f,f,f,f
eth,eth:1784803500000,1784803500000,1784804400000,2026-07-23T10:45:00Z,DOWN,NO,,1927.42,official-venue-resolution,f,f,f,f,f
sol,sol:1784803500000,1784803500000,1784804400000,2026-07-23T10:45:00Z,DOWN,NO,,77.7095,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784803500000,1784803500000,1784804400000,2026-07-23T10:45:00Z,DOWN,NO,,1.1346,official-venue-resolution,f,f,f,f,f
btc,btc:1784804400000,1784804400000,1784805300000,2026-07-23T11:00:00Z,DOWN,NO,,65673.33,official-venue-resolution,f,f,f,f,f
doge,doge:1784804400000,1784804400000,1784805300000,2026-07-23T11:00:00Z,UP,YES,,0.0724529,official-venue-resolution,f,f,f,f,f
eth,eth:1784804400000,1784804400000,1784805300000,2026-07-23T11:00:00Z,UP,NO,,1927.25,official-venue-resolution,t,f,t,f,f
sol,sol:1784804400000,1784804400000,1784805300000,2026-07-23T11:00:00Z,UP,YES,,77.8147,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784804400000,1784804400000,1784805300000,2026-07-23T11:00:00Z,UP,YES,,1.1351,official-venue-resolution,f,f,f,f,f
btc,btc:1784805300000,1784805300000,1784806200000,2026-07-23T11:15:00Z,DOWN,NO,,65612.63,official-venue-resolution,f,f,f,f,f
doge,doge:1784805300000,1784805300000,1784806200000,2026-07-23T11:15:00Z,DOWN,NO,,0.0724312,official-venue-resolution,f,f,f,f,f
eth,eth:1784805300000,1784805300000,1784806200000,2026-07-23T11:15:00Z,DOWN,NO,,1925.65,official-venue-resolution,f,f,f,f,f
sol,sol:1784805300000,1784805300000,1784806200000,2026-07-23T11:15:00Z,DOWN,NO,,77.7003,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784805300000,1784805300000,1784806200000,2026-07-23T11:15:00Z,DOWN,NO,,1.1336,official-venue-resolution,f,f,f,f,f
btc,btc:1784806200000,1784806200000,1784807100000,2026-07-23T11:30:00Z,DOWN,NO,,65540.44,official-venue-resolution,f,f,f,f,f
doge,doge:1784806200000,1784806200000,1784807100000,2026-07-23T11:30:00Z,DOWN,NO,,0.0723515,official-venue-resolution,f,f,f,f,f
eth,eth:1784806200000,1784806200000,1784807100000,2026-07-23T11:30:00Z,DOWN,NO,,1925.27,official-venue-resolution,f,f,f,f,f
sol,sol:1784806200000,1784806200000,1784807100000,2026-07-23T11:30:00Z,DOWN,NO,,77.6385,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784806200000,1784806200000,1784807100000,2026-07-23T11:30:00Z,DOWN,NO,,1.1323,official-venue-resolution,f,f,f,f,f
btc,btc:1784807100000,1784807100000,1784808000000,2026-07-23T11:45:00Z,DOWN,NO,,65536.37,official-venue-resolution,f,f,f,f,f
doge,doge:1784807100000,1784807100000,1784808000000,2026-07-23T11:45:00Z,UP,YES,,0.0723582,official-venue-resolution,f,f,f,f,f
eth,eth:1784807100000,1784807100000,1784808000000,2026-07-23T11:45:00Z,DOWN,YES,,1925.49,official-venue-resolution,t,t,f,f,f
sol,sol:1784807100000,1784807100000,1784808000000,2026-07-23T11:45:00Z,UP,NO,,77.6332,official-venue-resolution,t,f,t,f,f
xrp,xrp:1784807100000,1784807100000,1784808000000,2026-07-23T11:45:00Z,DOWN,NO,,1.1321,official-venue-resolution,f,f,f,f,f
btc,btc:1784808000000,1784808000000,1784808900000,2026-07-23T12:00:00Z,DOWN,NO,,65493.59,official-venue-resolution,f,f,f,f,f
doge,doge:1784808000000,1784808000000,1784808900000,2026-07-23T12:00:00Z,DOWN,NO,,0.0723339,official-venue-resolution,f,f,f,f,f
eth,eth:1784808000000,1784808000000,1784808900000,2026-07-23T12:00:00Z,DOWN,NO,,1923.43,official-venue-resolution,f,f,f,f,f
sol,sol:1784808000000,1784808000000,1784808900000,2026-07-23T12:00:00Z,DOWN,NO,,77.6262,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784808000000,1784808000000,1784808900000,2026-07-23T12:00:00Z,DOWN,YES,,1.1321,official-venue-resolution,t,t,f,f,f
btc,btc:1784808900000,1784808900000,1784809800000,2026-07-23T12:15:00Z,DOWN,NO,,65401.49,official-venue-resolution,f,f,f,f,f
doge,doge:1784808900000,1784808900000,1784809800000,2026-07-23T12:15:00Z,DOWN,NO,,0.0722668,official-venue-resolution,f,f,f,f,f
eth,eth:1784808900000,1784808900000,1784809800000,2026-07-23T12:15:00Z,DOWN,NO,,1918.67,official-venue-resolution,f,f,f,f,f
sol,sol:1784808900000,1784808900000,1784809800000,2026-07-23T12:15:00Z,DOWN,NO,,77.4935,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784808900000,1784808900000,1784809800000,2026-07-23T12:15:00Z,DOWN,NO,,1.1299,official-venue-resolution,f,f,f,f,f
btc,btc:1784809800000,1784809800000,1784810700000,2026-07-23T12:30:00Z,DOWN,NO,65077.90091453519,65090.73,official-venue-resolution,f,f,f,f,f
doge,doge:1784809800000,1784809800000,1784810700000,2026-07-23T12:30:00Z,DOWN,NO,0.0714588,0.071477,official-venue-resolution,f,f,f,f,f
eth,eth:1784809800000,1784809800000,1784810700000,2026-07-23T12:30:00Z,DOWN,NO,1903.6460597897928,1903.91,official-venue-resolution,f,f,f,f,f
sol,sol:1784809800000,1784809800000,1784810700000,2026-07-23T12:30:00Z,DOWN,NO,76.85682616574356,76.8632,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784809800000,1784809800000,1784810700000,2026-07-23T12:30:00Z,DOWN,NO,1.1219524753633663,1.1224,official-venue-resolution,f,f,f,f,f
btc,btc:1784810700000,1784810700000,1784811600000,2026-07-23T12:45:00Z,UP,YES,,65115.65,official-venue-resolution,f,f,f,f,f
doge,doge:1784810700000,1784810700000,1784811600000,2026-07-23T12:45:00Z,DOWN,NO,,0.0712261,official-venue-resolution,f,f,f,f,f
eth,eth:1784810700000,1784810700000,1784811600000,2026-07-23T12:45:00Z,DOWN,NO,,1903.61,official-venue-resolution,f,f,f,f,f
sol,sol:1784810700000,1784810700000,1784811600000,2026-07-23T12:45:00Z,UP,YES,,76.8947,official-venue-resolution,f,f,f,f,f
xrp,xrp:1784810700000,1784810700000,1784811600000,2026-07-23T12:45:00Z,DOWN,NO,,1.1216,official-venue-resolution,f,f,f,f,f
btc,btc:1784811600000,1784811600000,1784812500000,2026-07-23T13:00:00Z,DOWN,NO,,64986.58,official-venue-resolution,f,f,f,f,f
doge,doge:1784811600000,1784811600000,1784812500000,2026-07-23T13:00:00Z,DOWN,NO,,0.0708947,official-venue-resolution,f,f,f,f,f
